source,destination,distance,road_quality,lane_count,road_type,speed_limit,tolls,foot_traffic,event,vehicle_type,historical_congestion,accident,pothole_reports,predicted_congestion,weight
E,A,39.0,2.44,1,highway,40,0,0.598,none,truck,0.555,no,2,0.415,20.299
C,E,30.0,4.5,2,urban,60,1,0.482,none,truck,0.897,no,2,0.385,17.859
D,E,42.0,1.1,1,rural,100,2,0.729,none,bike,0.292,no,2,0.589,27.939
E,C,51.0,3.77,1,rural,80,0,0.334,procession,truck,0.885,no,2,0.37,21.726
D,C,2.0,4.89,2,urban,80,0,0.061,none,suv,0.293,no,9,0.243,6.848
B,A,6.0,4.48,1,urban,40,0,0.069,none,suv,0.985,no,1,0.31,8.218
A,D,52.0,1.19,3,rural,40,0,0.098,none,suv,0.502,yes,6,1.0,42.997
B,C,28.0,1.01,2,rural,40,0,0.239,none,sedan,0.624,no,4,0.609,22.255
B,A,55.0,4.27,2,urban,100,0,0.448,none,bike,0.439,no,3,0.301,21.782
D,B,34.0,2.17,2,highway,40,0,0.284,none,truck,0.764,no,7,0.464,20.549
E,B,11.0,4.38,3,rural,100,1,0.268,procession,bike,0.6,no,2,0.285,10.188
B,A,10.0,2.11,2,urban,60,0,0.013,vip_movement,bike,0.325,no,0,0.257,9.448
A,C,25.0,4.97,2,rural,40,0,0.769,procession,suv,0.704,no,0,0.375,14.255
E,A,24.0,4.86,1,rural,40,0,0.401,none,suv,0.978,no,1,0.368,14.111
B,D,1.0,3.32,3,urban,80,0,0.066,procession,sedan,0.409,no,7,0.286,7.061
B,C,23.0,3.99,2,rural,100,0,0.034,procession,truck,0.661,no,5,0.289,12.545
D,B,37.0,1.36,3,highway,40,2,0.525,vip_movement,truck,0.693,no,3,0.568,27.051
A,B,13.0,4.73,1,rural,80,1,0.659,none,truck,0.961,no,2,0.429,12.643
C,E,58.0,2.66,3,urban,80,0,0.139,vip_movement,truck,0.579,no,3,0.324,24.122
D,B,39.0,2.46,2,urban,60,0,0.3,none,sedan,0.783,no,1,0.389,19.316
E,A,33.0,3.81,3,rural,60,0,0.617,none,bike,0.283,no,4,0.325,16.763
A,E,53.0,2.13,2,highway,80,0,0.301,vip_movement,sedan,0.958,no,5,0.49,25.152
A,C,58.0,2.05,1,highway,100,0,0.206,none,bike,0.463,no,9,0.419,26.326
D,E,6.0,1.27,1,highway,100,2,0.846,none,suv,0.148,no,2,0.534,15.99
D,B,7.0,2.29,2,highway,100,2,0.19,none,bike,0.457,no,10,0.404,14.827
E,C,23.0,2.06,3,highway,60,0,0.329,vip_movement,truck,0.269,no,6,0.373,15.758
E,A,24.0,2.1,2,urban,100,2,0.185,none,bike,0.06,no,3,0.27,17.385
C,A,10.0,3.56,1,highway,60,0,0.706,none,sedan,0.209,no,2,0.315,9.456
C,D,33.0,4.86,1,urban,40,0,0.816,none,sedan,0.562,yes,2,1.0,33.328
B,D,39.0,3.19,2,urban,40,0,0.71,none,sedan,0.595,no,0,0.386,19.133
B,D,48.0,2.53,1,rural,100,0,0.797,none,sedan,0.364,no,0,0.391,20.784
B,A,7.0,2.04,2,rural,100,1,0.591,none,suv,0.336,yes,4,1.0,27.848
E,B,35.0,3.53,2,rural,60,2,0.169,none,sedan,0.242,yes,4,1.0,38.218
D,C,3.0,2.69,3,urban,40,0,0.001,vip_movement,bike,0.483,no,8,0.326,9.619
E,B,7.0,3.4,2,rural,40,0,0.284,none,bike,0.493,no,0,0.273,8.302
B,C,19.0,2.61,2,highway,80,0,0.717,procession,bike,0.028,no,1,0.312,11.942
E,D,37.0,4.93,3,rural,80,1,0.275,none,bike,0.522,no,6,0.301,19.319
B,E,45.0,2.71,3,highway,60,2,0.817,procession,truck,0.993,no,2,0.529,26.537
A,B,8.0,2.74,3,rural,60,0,0.358,procession,sedan,0.153,no,7,0.318,10.304
A,B,28.0,2.72,2,urban,80,0,0.9,vip_movement,truck,0.121,no,3,0.381,15.649
D,A,8.0,4.55,4,highway,80,0,0.759,none,bike,0.378,no,2,0.335,8.248
E,B,58.0,3.97,2,urban,40,1,0.276,vip_movement,truck,0.264,no,4,0.249,25.949
E,A,37.0,3.02,2,rural,100,0,0.58,none,bike,0.903,no,4,0.469,18.744
C,B,50.0,3.11,2,rural,80,0,0.486,none,sedan,0.308,no,7,0.357,22.578
D,B,17.0,4.35,1,urban,100,0,0.561,none,sedan,0.206,no,7,0.315,11.302
A,D,48.0,1.46,2,highway,40,2,0.546,procession,suv,0.411,no,6,0.525,30.263
D,E,16.0,1.79,2,urban,80,0,0.593,vip_movement,truck,0.484,no,7,0.509,15.084
B,D,25.0,4.74,2,highway,60,1,0.561,none,bike,0.114,no,10,0.319,17.249
A,B,9.0,4.45,2,highway,80,0,0.934,none,truck,0.335,no,8,0.424,10.661
B,A,37.0,4.01,3,highway,80,0,0.556,vip_movement,truck,0.145,no,10,0.34,18.748
D,C,19.0,2.77,3,highway,80,2,0.175,none,suv,0.303,no,3,0.27,15.803
C,E,40.0,4.21,4,highway,40,0,0.97,vip_movement,sedan,0.647,no,10,0.519,22.374
E,B,52.0,2.05,4,highway,80,0,0.51,none,suv,0.361,no,0,0.369,22.733
B,C,36.0,2.7,2,highway,80,0,0.755,none,suv,0.509,no,5,0.451,19.159
A,E,5.0,1.96,2,rural,60,0,0.684,none,sedan,0.979,no,6,0.596,12.706
E,A,5.0,2.27,2,highway,60,0,0.458,vip_movement,truck,0.982,no,1,0.474,10.146
B,A,9.0,2.85,4,highway,60,0,0.725,none,suv,0.219,no,7,0.399,11.343
D,A,33.0,1.81,1,rural,80,1,0.423,none,bike,0.762,no,2,0.478,20.844
C,D,37.0,1.89,2,rural,100,0,0.591,vip_movement,bike,0.546,no,8,0.519,21.03
B,C,38.0,2.33,3,urban,40,0,0.231,none,suv,0.681,no,9,0.444,21.782
A,B,57.0,4.56,2,rural,80,1,0.914,none,suv,0.329,no,10,0.436,27.56
C,B,45.0,3.15,2,highway,60,2,0.053,procession,sedan,0.016,no,3,0.171,22.898
B,A,10.0,4.15,1,highway,100,1,0.38,none,bike,0.183,no,6,0.269,10.596
B,E,55.0,4.32,2,urban,40,0,0.221,none,sedan,0.888,yes,2,1.0,40.058
B,E,33.0,4.31,2,highway,40,0,0.799,vip_movement,suv,0.878,no,6,0.488,19.144
E,D,50.0,1.96,2,urban,80,1,0.547,none,suv,0.663,no,2,0.466,25.602
A,D,58.0,4.38,2,urban,40,0,0.221,procession,bike,0.779,no,6,0.351,25.256
A,B,45.0,2.28,2,highway,100,0,0.953,vip_movement,truck,0.204,no,4,0.447,21.462
B,D,34.0,1.43,2,urban,40,2,0.655,none,suv,0.651,no,10,0.64,28.095
E,C,49.0,4.49,1,highway,80,0,0.948,none,truck,0.929,no,3,0.494,22.358
D,A,14.0,2.37,3,urban,60,1,0.887,procession,suv,0.009,no,9,0.438,15.984
C,E,12.0,2.92,1,urban,80,0,0.953,none,suv,0.786,no,8,0.565,13.561
B,C,34.0,4.5,2,highway,60,0,0.04,none,truck,0.556,yes,4,1.0,33.61
E,D,33.0,3.88,3,highway,100,2,0.673,none,truck,0.308,no,9,0.389,21.382
A,E,42.0,1.1,2,urban,80,0,0.343,procession,suv,0.587,no,4,0.59,24.852
B,D,1.0,4.39,1,highway,100,0,0.108,procession,suv,0.637,no,7,0.31,6.441
E,D,34.0,1.93,2,urban,80,2,0.442,none,suv,0.548,no,5,0.455,23.342
A,E,24.0,1.13,3,highway,60,2,0.643,none,suv,0.975,no,4,0.717,25.091
C,D,35.0,2.72,2,rural,100,0,0.149,none,truck,0.504,no,4,0.317,16.812
E,C,41.0,4.95,2,urban,40,0,0.787,none,suv,0.196,no,2,0.297,18.685
B,C,39.0,4.56,1,highway,80,0,0.221,none,bike,0.579,no,3,0.278,17.175
A,D,29.0,1.75,3,rural,40,1,0.08,procession,suv,0.028,no,3,0.28,18.961
B,C,54.0,4.58,2,rural,80,2,0.41,vip_movement,truck,0.651,no,5,0.35,26.79
D,A,58.0,2.01,2,rural,80,0,0.696,none,sedan,0.315,no,8,0.481,27.304
A,E,30.0,3.34,1,urban,60,2,0.908,none,sedan,0.663,no,0,0.434,20.333
A,D,35.0,4.4,2,urban,100,2,0.919,none,sedan,0.156,no,10,0.406,22.195
B,D,44.0,1.64,2,rural,100,1,0.41,none,truck,0.56,no,0,0.438,23.134
A,B,56.0,3.26,4,urban,40,2,0.84,procession,suv,0.01,no,8,0.373,29.664
E,A,54.0,3.83,4,highway,60,1,0.102,none,sedan,0.379,no,8,0.281,25.415
E,A,52.0,3.9,1,highway,60,0,0.516,procession,sedan,0.556,no,2,0.337,22.149
D,B,13.0,2.43,2,urban,40,0,0.284,none,truck,0.04,no,1,0.239,10.555
B,C,18.0,2.02,1,urban,80,1,0.724,procession,bike,0.021,no,6,0.407,16.146
D,B,12.0,2.2,1,highway,60,2,0.877,none,truck,0.386,no,5,0.484,17.209
D,C,31.0,4.83,2,highway,80,1,0.894,vip_movement,truck,0.395,no,10,0.441,19.74
B,E,39.0,1.74,2,urban,100,0,0.497,vip_movement,bike,0.399,no,1,0.419,19.472
D,A,21.0,2.97,1,rural,40,1,0.074,none,suv,0.23,no,2,0.216,14.544
C,B,43.0,2.95,3,rural,100,2,0.956,vip_movement,suv,0.833,no,10,0.593,27.03
D,A,59.0,4.38,3,rural,100,1,0.83,vip_movement,truck,0.665,yes,1,1.0,41.541
C,E,2.0,1.37,2,rural,40,2,0.45,vip_movement,bike,0.148,no,7,0.482,16.468
E,C,32.0,3.59,2,urban,80,0,0.745,procession,bike,0.306,no,9,0.411,17.906
B,C,17.0,2.25,2,highway,60,1,0.561,vip_movement,truck,0.084,no,10,0.407,16.898
D,A,28.0,2.53,2,urban,40,1,0.238,none,sedan,0.42,no,3,0.32,18.171
D,E,31.0,4.31,4,urban,60,1,0.777,vip_movement,suv,0.836,no,1,0.425,18.415
C,D,21.0,4.54,3,rural,80,2,0.321,none,bike,0.662,no,4,0.325,16.446
E,A,8.0,2.35,3,urban,100,0,0.482,procession,suv,0.525,no,2,0.392,9.352
C,E,26.0,2.57,2,urban,100,2,0.613,vip_movement,sedan,0.5,no,1,0.388,18.331
B,A,44.0,2.07,2,highway,60,0,0.567,none,sedan,0.143,no,7,0.405,22.561
B,D,36.0,1.18,1,rural,60,2,0.148,vip_movement,bike,0.828,no,6,0.595,27.688
A,B,58.0,2.02,2,highway,40,0,0.84,procession,sedan,0.047,no,7,0.445,27.73
D,B,12.0,4.05,2,highway,40,1,0.446,vip_movement,bike,0.086,no,2,0.225,11.487
D,B,28.0,4.17,2,highway,80,0,0.708,none,truck,0.514,no,1,0.35,14.302
B,D,4.0,1.12,2,highway,60,0,0.566,none,truck,0.797,no,9,0.721,16.195
D,C,44.0,2.98,2,highway,60,2,0.562,none,suv,0.119,no,5,0.321,24.585
C,D,55.0,2.7,1,highway,100,0,0.756,none,sedan,0.285,no,6,0.416,24.213
C,D,54.0,1.78,2,urban,60,0,0.231,none,sedan,0.608,no,1,0.402,24.72
A,C,34.0,2.8,2,urban,40,0,0.85,procession,truck,0.841,no,5,0.531,20.299
C,A,11.0,2.79,3,urban,60,0,0.315,none,bike,0.251,no,8,0.337,11.563
B,D,57.0,1.76,3,highway,80,0,0.994,vip_movement,sedan,0.103,no,8,0.527,27.813
C,E,17.0,4.52,3,urban,60,0,0.195,none,suv,0.696,no,7,0.337,12.475
A,B,44.0,1.18,2,highway,60,0,0.139,none,bike,0.849,no,8,0.617,26.712
D,E,50.0,1.64,1,highway,40,1,0.162,vip_movement,bike,0.598,no,7,0.466,28.099
C,E,44.0,2.77,2,highway,100,0,0.885,none,truck,0.747,no,7,0.54,22.306
E,A,27.0,3.59,1,highway,100,2,0.961,vip_movement,sedan,0.725,no,4,0.489,19.681
B,E,15.0,4.32,3,rural,40,1,0.449,none,bike,0.088,no,5,0.25,13.155
D,E,3.0,4.43,2,urban,40,0,0.819,none,suv,0.548,no,7,0.434,9.766
D,C,10.0,1.97,2,urban,60,2,0.192,none,truck,0.591,no,9,0.449,17.328
C,E,23.0,1.44,2,rural,80,0,0.541,none,truck,0.009,no,8,0.467,17.633
B,E,32.0,1.44,3,highway,80,0,0.77,none,bike,0.593,no,0,0.55,19.578
E,A,9.0,1.31,3,highway,60,1,0.089,none,sedan,0.88,no,10,0.6,18.017
B,D,8.0,4.79,1,highway,80,2,0.361,none,sedan,0.377,no,0,0.231,10.755
C,A,27.0,1.57,1,rural,100,0,0.826,vip_movement,sedan,0.179,no,3,0.485,17.228
D,A,17.0,3.35,2,urban,60,1,0.623,none,suv,0.349,no,8,0.394,15.632
A,B,13.0,4.15,3,rural,60,2,0.825,none,bike,0.627,no,3,0.417,15.373
D,A,12.0,1.34,2,highway,60,0,0.363,procession,sedan,0.917,no,0,0.554,14.37
B,E,15.0,1.5,4,rural,40,0,0.264,vip_movement,sedan,0.01,no,8,0.402,15.463
C,B,20.0,4.97,3,urban,80,0,0.752,none,sedan,0.926,no,4,0.456,13.368
A,B,23.0,4.72,2,highway,80,0,0.813,none,sedan,0.094,no,7,0.336,13.72
A,B,50.0,3.25,2,rural,60,1,0.533,none,truck,0.772,no,6,0.444,25.678
A,D,8.0,4.69,1,highway,40,2,0.495,vip_movement,sedan,0.36,no,10,0.356,15.03
E,A,43.0,2.52,2,rural,40,0,0.261,procession,sedan,0.704,no,9,0.442,23.103
B,D,50.0,1.62,2,highway,100,0,0.227,none,truck,0.74,no,3,0.47,23.879
E,D,53.0,1.35,2,highway,100,0,0.378,none,sedan,0.776,no,10,0.628,28.384
B,E,53.0,3.8,3,highway,80,0,0.043,none,sedan,0.741,no,0,0.262,20.84
E,B,29.0,1.11,4,urban,60,0,0.748,none,suv,0.082,no,6,0.587,21.789
E,A,9.0,4.3,2,urban,80,0,0.05,none,bike,0.367,no,5,0.227,8.129
A,D,11.0,3.26,2,highway,100,0,0.35,none,sedan,0.007,no,9,0.284,9.979
C,E,5.0,4.47,3,highway,40,0,0.01,none,sedan,0.988,no,1,0.299,7.809
B,A,40.0,4.67,2,rural,100,1,0.78,none,truck,0.495,no,1,0.351,19.277
C,D,16.0,1.02,2,rural,40,1,0.469,none,suv,0.106,no,10,0.609,21.805
D,E,38.0,4.04,2,urban,80,1,0.161,none,suv,0.622,yes,8,1.0,37.239
A,C,23.0,3.7,2,rural,80,0,0.031,procession,suv,0.824,no,9,0.369,14.744
B,C,8.0,4.63,2,highway,100,0,0.912,none,truck,0.138,no,1,0.306,7.245
D,B,20.0,3.11,2,urban,80,2,0.507,vip_movement,bike,0.794,no,7,0.459,18.596
B,A,42.0,3.93,2,rural,100,0,0.166,procession,sedan,0.396,no,10,0.314,19.516
A,B,38.0,4.82,4,urban,100,0,0.547,none,sedan,0.156,no,5,0.274,16.675
A,D,29.0,1.88,1,urban,60,2,0.179,none,sedan,0.626,no,1,0.384,20.894
A,D,13.0,4.16,4,urban,60,1,0.319,procession,bike,0.557,no,7,0.342,13.419
D,E,17.0,1.6,3,rural,40,0,0.476,procession,sedan,0.689,no,0,0.483,15.062
D,E,26.0,1.01,1,highway,80,0,0.652,none,suv,0.118,no,7,0.62,21.359
A,C,21.0,4.51,2,rural,60,0,0.501,vip_movement,truck,0.006,no,0,0.19,10.812
A,B,21.0,1.17,1,rural,80,2,0.994,procession,sedan,0.168,no,4,0.613,22.488
C,B,24.0,1.78,4,rural,40,0,0.324,none,suv,0.536,no,1,0.407,16.283
D,A,22.0,1.47,3,urban,80,1,0.016,none,suv,0.783,no,6,0.493,19.138
D,B,10.0,4.89,2,urban,60,1,0.005,none,truck,0.196,no,4,0.162,9.944
C,D,44.0,2.69,2,urban,80,2,0.507,none,suv,0.113,no,3,0.303,23.691
B,C,42.0,4.38,4,rural,60,1,0.766,none,suv,0.541,no,3,0.383,21.667
A,B,54.0,2.42,2,highway,40,0,0.208,none,sedan,0.809,no,9,0.458,26.647
E,C,49.0,1.55,1,urban,60,1,0.733,none,bike,0.931,no,2,0.611,27.937
C,D,51.0,3.09,3,urban,80,2,0.811,procession,truck,0.364,no,4,0.404,26.758
B,C,25.0,2.65,2,urban,60,0,0.97,vip_movement,suv,0.272,no,6,0.459,16.683
C,B,18.0,3.75,1,highway,40,1,0.041,none,truck,0.906,no,8,0.376,16.096
B,E,38.0,4.59,2,highway,100,1,0.616,vip_movement,suv,0.265,no,5,0.313,19.121
C,D,30.0,4.93,1,urban,80,1,0.023,none,bike,0.423,no,3,0.2,15.616
B,A,53.0,4.35,3,highway,40,0,0.646,procession,bike,0.172,no,4,0.296,22.808
A,B,11.0,4.26,3,rural,80,0,0.807,none,bike,0.14,no,2,0.303,8.908
C,E,49.0,3.5,3,rural,80,0,0.385,none,bike,0.917,no,0,0.375,20.876
A,B,58.0,2.58,2,rural,40,0,0.604,none,sedan,0.234,no,6,0.383,26.364
A,C,55.0,2.21,2,urban,60,2,0.984,procession,suv,0.698,no,7,0.587,31.528
A,B,54.0,3.0,2,rural,80,0,0.782,none,truck,0.096,no,8,0.389,24.359
D,E,11.0,3.5,1,rural,100,0,0.15,vip_movement,bike,0.779,no,1,0.31,8.527
A,D,57.0,4.87,2,urban,100,1,0.313,none,sedan,0.032,yes,1,0.961,40.44
A,D,2.0,1.22,1,urban,40,1,0.939,none,suv,0.778,no,5,0.722,16.932
D,E,43.0,3.46,4,rural,60,0,0.415,procession,bike,0.739,no,1,0.356,19.607
E,D,55.0,3.98,2,highway,100,0,0.077,none,sedan,0.582,no,4,0.272,21.781
A,E,3.0,4.21,2,highway,40,2,0.348,procession,truck,0.767,no,9,0.408,13.968
A,B,7.0,2.98,2,urban,80,0,0.039,procession,sedan,0.761,no,1,0.304,8.021
C,D,17.0,4.85,4,rural,60,1,0.319,vip_movement,sedan,0.632,no,0,0.273,12.356
A,E,13.0,4.75,1,rural,100,1,0.688,vip_movement,suv,0.846,no,0,0.391,11.365
D,B,7.0,1.55,3,urban,60,2,0.522,none,bike,0.438,no,8,0.531,17.74
D,A,6.0,4.65,4,highway,60,0,0.225,procession,bike,0.208,no,0,0.173,6.1
B,A,37.0,4.8,2,highway,80,2,0.207,vip_movement,sedan,0.781,no,4,0.321,21.149
C,D,59.0,2.27,2,rural,80,0,0.716,none,truck,0.175,no,4,0.395,25.654
D,C,34.0,4.75,3,urban,100,0,0.97,procession,bike,0.028,no,1,0.294,14.891
B,A,5.0,2.94,2,highway,100,0,0.212,none,sedan,0.514,no,10,0.381,9.512
B,A,11.0,2.98,2,rural,100,2,0.681,none,bike,0.743,no,10,0.519,16.669
A,E,29.0,2.73,2,urban,60,0,0.392,procession,sedan,0.395,no,6,0.364,16.869
C,B,18.0,3.45,2,rural,40,2,0.928,vip_movement,bike,0.949,no,3,0.521,18.657
E,B,52.0,4.05,3,rural,80,2,0.552,none,sedan,0.664,no,4,0.382,26.456
E,D,20.0,2.41,1,urban,60,0,0.64,vip_movement,suv,0.033,no,8,0.38,14.977
B,D,17.0,3.82,3,highway,100,0,0.312,none,suv,0.613,yes,0,1.0,26.909
A,B,26.0,2.43,2,urban,80,1,0.839,vip_movement,suv,0.279,no,6,0.448,18.532
A,E,3.0,2.81,2,urban,40,1,0.816,procession,bike,0.564,no,1,0.428,11.164
E,B,53.0,1.65,4,rural,40,0,0.295,none,bike,0.671,no,0,0.436,25.291
D,B,53.0,2.95,1,urban,60,0,0.161,vip_movement,sedan,0.146,no,3,0.227,21.965
B,C,8.0,1.18,1,urban,80,0,0.025,none,sedan,0.744,yes,1,1.0,27.821
B,C,21.0,3.71,4,rural,100,0,0.0,vip_movement,sedan,0.098,no,1,0.137,9.72
C,D,48.0,4.94,3,highway,60,1,0.434,vip_movement,bike,0.548,no,1,0.287,21.986
B,D,26.0,4.42,2,urban,100,1,0.333,none,sedan,0.313,no,2,0.24,14.23
E,D,16.0,1.66,1,highway,100,0,0.556,none,suv,0.081,no,0,0.368,11.991
D,C,57.0,1.83,2,highway,80,0,0.05,none,truck,0.264,no,8,0.361,26.045
C,B,19.0,2.92,3,rural,40,1,0.264,procession,truck,0.073,no,2,0.225,14.061
C,B,46.0,1.53,2,urban,40,0,0.61,none,suv,0.377,no,0,0.459,23.653
B,D,19.0,1.59,1,rural,80,0,0.241,none,suv,0.342,no,1,0.378,13.817
C,A,1.0,2.19,2,urban,40,2,0.251,procession,sedan,0.852,no,1,0.413,12.912
A,C,45.0,3.63,4,rural,100,1,0.161,procession,sedan,0.119,no,5,0.216,20.54
C,E,35.0,4.5,2,highway,60,0,0.856,none,truck,0.448,no,10,0.45,19.606
A,E,7.0,3.65,3,urban,80,1,0.845,vip_movement,truck,0.771,no,0,0.433,10.8
B,C,3.0,4.95,4,rural,40,0,0.79,procession,suv,0.866,no,1,0.422,8.331
E,B,59.0,2.32,4,urban,80,1,0.003,none,suv,0.222,no,7,0.287,27.129
C,B,2.0,2.67,3,highway,40,1,0.158,procession,truck,0.391,no,9,0.35,11.775
A,D,16.0,3.07,2,rural,60,0,0.534,procession,truck,0.606,no,0,0.358,11.514
C,A,27.0,3.38,2,rural,60,0,0.395,none,truck,0.796,no,8,0.437,17.043
C,B,59.0,4.1,1,rural,80,0,0.308,none,bike,0.144,no,1,0.198,22.1
D,E,50.0,4.96,2,highway,80,0,0.845,procession,suv,0.108,no,5,0.321,21.219
A,C,57.0,2.02,2,highway,100,0,0.586,procession,bike,0.292,yes,3,1.0,40.673
B,C,38.0,1.9,2,urban,60,2,0.848,none,suv,0.98,no,6,0.637,27.101
B,C,23.0,4.5,2,highway,40,0,0.734,vip_movement,truck,0.74,no,8,0.464,16.25
C,A,30.0,2.0,1,rural,80,2,0.028,none,sedan,0.31,no,4,0.308,20.385
E,C,7.0,2.58,3,rural,80,0,0.329,none,suv,0.035,no,6,0.288,9.115
C,B,26.0,3.73,2,rural,80,1,0.075,none,suv,0.522,no,1,0.236,14.704
E,D,23.0,4.17,2,urban,40,0,0.903,none,suv,0.481,no,5,0.423,15.325
D,A,49.0,1.4,1,highway,80,0,0.281,none,bike,0.839,no,5,0.56,25.875
A,C,36.0,1.96,2,highway,60,0,0.691,none,bike,0.06,no,9,0.444,21.093
A,E,58.0,3.55,1,rural,60,0,0.799,none,bike,0.826,no,2,0.458,25.284
A,E,28.0,3.74,3,highway,100,0,0.076,none,truck,0.677,no,5,0.308,14.312
B,C,52.0,4.66,3,urban,40,1,0.998,none,sedan,0.627,no,8,0.491,27.179
D,A,46.0,3.62,3,rural,100,1,0.485,none,sedan,0.909,no,5,0.439,23.076
B,C,59.0,2.24,2,rural,100,0,0.879,procession,sedan,0.536,no,9,0.551,27.741
C,E,53.0,3.26,2,urban,100,0,0.046,procession,truck,0.794,no,4,0.331,22.044
A,C,27.0,1.43,2,rural,60,1,0.416,none,truck,0.883,no,7,0.609,22.573
A,C,4.0,3.9,4,urban,80,0,0.708,vip_movement,suv,0.256,no,3,0.325,7.332
D,C,31.0,3.11,2,highway,60,1,0.748,procession,sedan,0.308,no,8,0.42,20.207
A,B,12.0,4.22,4,highway,60,2,0.111,none,suv,0.76,no,7,0.339,15.073
C,A,1.0,3.01,1,urban,60,0,0.135,procession,bike,0.621,no,7,0.354,8.405
C,B,29.0,3.21,3,rural,100,0,0.595,vip_movement,bike,0.124,no,3,0.298,14.339
E,B,25.0,2.09,4,urban,40,1,0.788,procession,bike,0.442,yes,8,1.0,35.494
E,B,48.0,1.95,2,highway,80,0,0.821,none,truck,0.308,no,10,0.531,25.274
A,E,12.0,4.88,2,rural,80,2,0.098,procession,suv,0.552,no,6,0.272,13.546
D,C,29.0,2.82,2,rural,40,2,0.181,none,sedan,0.773,no,10,0.433,22.797
C,D,59.0,2.05,1,urban,60,0,0.263,procession,bike,0.236,no,10,0.395,27.59
C,E,44.0,4.8,2,highway,40,0,0.129,procession,sedan,0.662,no,1,0.251,18.955
B,A,2.0,2.81,4,urban,40,0,0.401,none,truck,0.827,no,2,0.408,8.86
D,C,18.0,1.47,2,rural,60,0,0.572,none,sedan,0.241,no,1,0.444,14.932
D,E,33.0,2.27,2,rural,60,2,0.653,none,truck,0.055,no,5,0.368,22.281
B,E,13.0,1.76,3,rural,100,2,0.879,none,suv,0.259,no,3,0.484,16.677
B,C,13.0,3.13,1,urban,80,2,0.505,vip_movement,sedan,0.906,no,10,0.51,17.597
C,D,41.0,3.22,2,rural,60,2,0.502,procession,bike,0.393,no,10,0.403,25.386
D,C,38.0,2.76,3,rural,80,0,0.693,none,sedan,0.481,no,0,0.38,18.011
B,D,58.0,1.45,3,highway,80,0,0.935,none,truck,0.516,no,2,0.585,28.092
D,B,8.0,4.85,2,rural,80,1,0.365,none,suv,0.47,no,8,0.329,11.325
D,B,10.0,1.02,2,rural,40,0,0.52,none,truck,0.246,yes,1,1.0,30.098
C,A,18.0,3.85,2,rural,60,0,0.32,none,bike,0.333,no,3,0.264,11.442
D,A,31.0,4.33,4,highway,100,0,0.54,procession,sedan,0.808,no,5,0.412,16.075
C,D,18.0,2.78,3,urban,40,0,0.035,none,suv,0.211,no,8,0.273,13.534
B,C,41.0,2.44,2,urban,80,0,0.36,none,sedan,0.345,no,8,0.385,20.797
B,E,17.0,3.67,1,rural,100,0,0.833,none,suv,0.283,no,7,0.402,12.387
C,D,5.0,1.95,2,highway,60,2,0.931,none,suv,0.129,no,3,0.447,14.634
E,B,34.0,1.27,3,urban,80,2,0.318,none,bike,0.6,no,4,0.54,25.349
B,D,37.0,1.29,1,rural,100,1,0.445,none,truck,0.877,no,2,0.594,23.817
B,A,24.0,1.82,2,urban,60,1,0.959,none,bike,0.124,no,4,0.476,19.007
D,C,17.0,3.96,2,rural,100,2,0.935,none,truck,0.726,no,4,0.473,16.394
A,C,7.0,1.05,2,highway,100,0,0.959,procession,bike,0.74,no,0,0.72,14.56
B,A,20.0,1.82,2,highway,100,1,0.005,none,suv,0.461,yes,1,1.0,31.451
C,B,7.0,1.43,3,urban,100,0,0.23,none,suv,0.785,no,3,0.512,11.818
C,A,33.0,4.75,1,rural,40,0,0.488,none,truck,0.893,no,1,0.37,16.857
E,D,56.0,3.05,3,highway,80,1,0.657,none,truck,0.764,no,10,0.515,28.593
A,B,12.0,2.56,2,rural,100,1,0.515,none,sedan,0.697,no,10,0.499,15.043
B,A,3.0,1.47,2,urban,60,2,0.453,procession,bike,0.493,no,1,0.471,14.716
D,B,56.0,2.05,3,rural,80,0,0.842,none,sedan,0.634,no,10,0.59,28.145
E,D,14.0,2.71,2,rural,60,1,0.688,procession,sedan,0.773,no,1,0.45,14.244
A,C,38.0,2.69,3,highway,60,2,0.939,procession,truck,0.079,no,3,0.382,23.178
A,D,40.0,4.91,1,highway,60,0,0.844,vip_movement,sedan,0.024,no,3,0.285,17.968
E,A,16.0,2.63,2,urban,80,0,0.591,none,suv,0.929,no,5,0.506,13.756
B,D,14.0,2.21,2,urban,80,0,0.192,vip_movement,sedan,0.372,no,2,0.314,10.996
B,E,32.0,4.16,2,urban,100,2,0.997,none,suv,0.476,no,5,0.441,20.709
C,A,22.0,4.91,3,rural,80,1,0.149,vip_movement,suv,0.45,no,5,0.251,14.131
C,E,11.0,4.63,2,rural,80,0,0.757,vip_movement,sedan,0.853,yes,1,1.0,25.58
E,C,42.0,1.35,1,rural,60,2,0.867,none,truck,0.417,no,2,0.572,27.916
D,A,20.0,4.44,3,highway,40,2,0.405,vip_movement,sedan,0.026,no,5,0.226,16.39
A,B,1.0,3.42,1,urban,80,2,0.724,none,truck,0.705,no,4,0.443,11.99
B,A,36.0,1.03,2,highway,60,1,0.785,none,sedan,0.106,no,10,0.666,27.816
E,C,19.0,2.72,1,highway,100,0,0.087,none,bike,0.713,no,5,0.357,12.614
A,E,1.0,3.06,4,rural,40,2,0.368,none,bike,0.506,no,4,0.346,12.19
C,E,49.0,2.28,2,rural,60,1,0.887,none,suv,0.19,no,0,0.391,24.306
